education,default,housing,loan,contact,poutcome_success,subscribed,pp_balance_norm,overdraft_debt,pp_age_norm,pp_campaign_norm,ever_contacted,is_married,job_blue_collar,job_entrepreneur,job_management,job_retired,job_student,job_unemployed,y_class
2,0,1,1,0,0,0,0.0013414669969743554,0,0.3636363636363637,0.0,0,1,0,1,0,0,0,0,False
0,0,1,0,0,0,0,0.0016939692735515582,0,0.42857142857142855,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,0,0,0,0,1,0.0004406278457215036,0,0.4935064935064935,0.0,0,1,1,0,0,0,0,0,True
1,0,1,0,0,0,1,0.012435496979251323,0,0.29870129870129875,0.0,0,1,1,0,0,0,0,0,True
1,0,1,1,0,0,0,0.00015666767847875683,0,0.3636363636363637,0.016129032258064516,0,0,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.0047587807337922386,0,0.5064935064935066,0.016129032258064516,0,1,0,0,0,1,0,0,False
1,0,0,0,0,0,0,0.0004895864952461151,0,0.31168831168831174,0.0,0,0,0,0,1,0,0,0,False
1,0,1,1,0,0,0,0.0014883429455481898,0,0.15584415584415584,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0028396016724274676,0,0.5454545454545454,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005287534148658043,0,0.5454545454545454,0.0,0,1,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.0,1,0.5064935064935066,0.0,0,0,0,1,0,0,0,0,False
2,0,1,1,0,0,0,0.0009889647203971525,0,0.2337662337662338,0.0,0,1,0,0,1,0,0,0,False
1,0,0,0,0,0,0,0.0037502325535852415,0,0.4805194805194805,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0007931301222987065,0,0.5454545454545454,0.0,0,1,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.0,0,0.27272727272727276,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0022423061482272073,0,0.3636363636363637,0.0,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.0,1,0.3376623376623377,0.0,0,1,1,0,0,0,0,0,False
0,0,0,0,0,0,0,0.0008812556914430072,0,0.45454545454545453,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0012533414278300546,0,0.44155844155844154,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.001752719652981092,0,0.5324675324675325,0.03225806451612903,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0,0,0.11688311688311687,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005287534148658043,0,0.3376623376623377,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0014785512156432676,0,0.3766233766233767,0.0,0,1,1,0,0,0,0,0,False
1,0,0,1,0,0,0,0.0005972955242002604,0,0.2077922077922078,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00029375189714766906,0,0.5324675324675325,0.0,0,0,0,0,0,1,0,0,False
2,0,1,0,0,0,0,0.005121074740274364,0,0.3506493506493507,0.016129032258064516,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.00030354362705259136,0,0.14285714285714285,0.0,0,0,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.0007735466624888618,0,0.3636363636363637,0.0,0,0,1,0,0,0,0,0,False
0,0,1,1,0,0,0,0.0,1,0.4935064935064935,0.016129032258064516,0,1,0,1,0,0,0,0,False
0,0,1,0,0,0,0,0.0043866949974051914,0,0.2337662337662338,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0007931301222987065,0,0.5324675324675325,0.0,0,0,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.0014100091063088114,0,0.3376623376623377,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.003436897196627728,0,0.29870129870129875,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0,1,0.19480519480519481,0.0,0,0,0,0,1,0,0,0,False
2,0,0,0,0,0,0,0.0025654332350896433,0,0.5324675324675325,0.0,0,0,0,0,1,0,0,0,False
0,0,0,0,0,0,0,0.0,0,0.5064935064935066,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005483368746756489,0,0.4935064935064935,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00025458497752797987,0,0.42857142857142855,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,2.9375189714766905e-05,0,0.2077922077922078,0.03225806451612903,0,1,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.0004014609261018144,0,0.32467532467532473,0.016129032258064516,0,1,1,0,0,0,0,0,False
2,0,0,1,0,0,0,6.854210933445612e-05,0,0.44155844155844154,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0010281316400168417,0,0.19480519480519481,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.008009635062226442,0,0.14285714285714285,0.0,0,0,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.0,1,0.2077922077922078,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,0,0.16883116883116883,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,1,0.02424432324458762,0,0.4805194805194805,0.0,0,1,1,0,0,0,0,0,True
2,0,0,0,0,0,0,0.011603199937332928,0,0.4805194805194805,0.0,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.0021248053893681393,0,0.18181818181818182,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.01649906488979408,0,0.25974025974025977,0.0,0,0,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.007852967383747685,0,0.4805194805194805,0.016129032258064516,0,0,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0,0,0.12987012987012986,0.016129032258064516,0,0,0,0,0,0,0,1,False
1,0,1,0,0,0,0,0.0009204226110626964,0,0.06493506493506496,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,0,0.18181818181818182,0.0,0,0,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.0,0,0.32467532467532473,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00506232436084483,0,0.18181818181818182,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00259480842480441,0,0.3636363636363637,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.00927276821996142,0,0.45454545454545453,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,2.9375189714766905e-05,0,0.2077922077922078,0.0,0,0,0,1,0,0,0,0,False
2,0,0,0,0,0,0,0.0004112526560067367,0,0.5064935064935066,0.0,0,1,0,0,0,0,0,1,False
1,0,1,0,0,0,0,0.00036229400648212515,0,0.24675324675324678,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005581286045805712,0,0.5324675324675325,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00021541805790829065,0,0.19480519480519481,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,7.833383923937841e-05,0,0.4935064935064935,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0028689768621422344,0,0.3896103896103896,0.0,0,1,0,0,0,0,0,1,False
0,0,1,0,0,0,0,2.9375189714766905e-05,0,0.32467532467532473,0.016129032258064516,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.003407522006912961,0,0.4675324675324675,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,1,0.42857142857142855,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,0,0.10389610389610388,0.016129032258064516,0,0,0,0,0,0,1,0,False
2,0,1,0,0,0,0,0.0,1,0.28571428571428575,0.0,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.00017625113828860143,0,0.27272727272727276,0.0,0,1,0,0,1,0,0,0,False
0,0,0,0,0,0,0,0.0013610504567842,0,0.41558441558441556,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,0,0.29870129870129875,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.018437827410968693,0,0.42857142857142855,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0021150136594632173,0,0.5454545454545454,0.0,0,0,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.00765713278564924,0,0.44155844155844154,0.03225806451612903,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.00885172383404976,0,0.3896103896103896,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.016694899487892524,0,0.3896103896103896,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0004602113055313482,0,0.27272727272727276,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0017233444632663252,0,0.3766233766233767,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.01199486913352982,0,0.28571428571428575,0.06451612903225806,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.000842088771823318,0,0.3506493506493507,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0008029218522036288,0,0.10389610389610388,0.0,0,0,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0026535588042339436,0,0.44155844155844154,0.0,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.013493003808982933,0,0.4675324675324675,0.0,0,1,1,0,0,0,0,0,False
2,0,0,0,0,0,1,0.0018016783025057036,0,0.4675324675324675,0.016129032258064516,0,1,1,0,0,0,0,0,True
0,0,0,0,0,0,0,0.0,0,0.41558441558441556,0.03225806451612903,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,0,0.2207792207792208,0.0,0,1,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.013287377480979563,0,0.3376623376623377,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.00018604286819352372,0,0.45454545454545453,0.0,0,1,0,1,0,0,0,0,False
0,0,0,0,0,0,0,0.004249610778736279,0,0.2207792207792208,0.0,0,0,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.0009008391512528518,0,0.5454545454545454,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.01127028112056557,0,0.45454545454545453,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0004014609261018144,0,0.3896103896103896,0.016129032258064516,0,1,0,0,0,0,0,1,False
1,0,1,0,0,0,0,0.0004993782251510374,0,0.2077922077922078,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0020954301996533725,0,0.4675324675324675,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.011368198419614792,0,0.42857142857142855,0.0,0,1,0,0,1,0,0,0,False
2,0,1,0,0,0,0,0.00036229400648212515,0,0.16883116883116883,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.007706091435173852,0,0.2207792207792208,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005777120643904158,0,0.2207792207792208,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0024773076659453425,0,0.25974025974025977,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0020660550099386057,0,0.2337662337662338,0.016129032258064516,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.002301056527656741,0,0.5194805194805194,0.0,0,1,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.042926943903179374,0,0.28571428571428575,0.0,0,0,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.03995025801208299,0,0.4675324675324675,0.0,0,1,0,0,1,0,0,0,False
1,0,1,1,0,0,0,0.000518961684960882,0,0.2077922077922078,0.0,0,0,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0,0,0.16883116883116883,0.0,0,0,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.020827009507769736,0,0.42857142857142855,0.0,0,1,0,0,0,1,0,0,False
2,0,1,0,0,0,0,0.003691482174155708,0,0.19480519480519481,0.0,0,1,0,0,1,0,0,0,False
2,0,1,0,0,0,0,0.000714796283059328,0,0.4805194805194805,0.016129032258064516,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.004357319807690424,0,0.31168831168831174,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0023793903668961193,0,0.2077922077922078,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.003006061080811147,0,0.19480519480519481,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0015177181352629568,0,0.25974025974025977,0.0,0,1,1,0,0,0,0,0,False
2,0,0,1,0,0,0,0.0016939692735515582,0,0.41558441558441556,0.0,0,0,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.003916691961968921,0,0.32467532467532473,0.0,0,1,0,0,1,0,0,0,False
0,0,1,0,0,0,0,0.013982590304229048,0,0.5584415584415585,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.002144388849177984,0,0.3766233766233767,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,6.854210933445612e-05,0,0.3896103896103896,0.0,0,1,0,1,0,0,0,0,False
1,0,1,0,0,0,0,0.005630244695330323,0,0.3376623376623377,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.002917935511666846,0,0.2207792207792208,0.016129032258064516,0,0,0,0,0,0,1,0,False
1,0,1,0,0,0,0,0.0,0,0.2207792207792208,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.055803068728152196,0,0.41558441558441556,0.016129032258064516,0,1,1,0,0,0,0,0,False
2,0,1,1,0,0,0,0.0017233444632663252,0,0.29870129870129875,0.0,0,1,0,0,1,0,0,0,False
2,0,1,0,0,0,0,0.00506232436084483,0,0.29870129870129875,0.0,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.0025164745855650317,0,0.27272727272727276,0.0,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0005483368746756489,0,0.31168831168831174,0.0,0,1,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.0,1,0.25974025974025977,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0032312708686243596,0,0.45454545454545453,0.016129032258064516,0,1,0,0,0,1,0,0,False
0,0,0,0,0,0,0,0.001909387331459849,0,0.5324675324675325,0.016129032258064516,0,0,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.002947310701381613,0,0.2337662337662338,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0,1,0.4675324675324675,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.004729405544077472,0,0.28571428571428575,0.0,0,1,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.00027416843733782446,0,0.3766233766233767,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,0,0,0,0,0,0.00012729248876398993,0,0.45454545454545453,0.03225806451612903,0,1,0,0,0,0,0,1,False
0,0,0,0,0,0,0,0.009449019358250021,0,0.3636363636363637,0.0,0,1,1,0,0,0,0,0,False
2,0,1,1,0,0,0,0.00370127390406063,0,0.27272727272727276,0.016129032258064516,0,1,0,0,1,0,0,0,False
1,0,1,0,0,0,0,0.002144388849177984,0,0.28571428571428575,0.0,0,1,0,0,0,0,0,1,False
0,0,1,0,0,0,0,0.003172520489194826,0,0.12987012987012986,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0,1,0.2207792207792208,0.0,0,0,0,1,0,0,0,0,False
1,0,0,1,0,0,0,0.0,0,0.4805194805194805,0.0,0,1,0,0,0,1,0,0,False
1,0,1,0,0,0,0,0.0020073046305090717,0,0.32467532467532473,0.0,0,0,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0027221009135684,0,0.3896103896103896,0.016129032258064516,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.010428192348742251,0,0.5194805194805194,0.03225806451612903,0,1,0,0,1,0,0,0,False
2,0,1,0,0,0,0,0.00033291881676735826,0,0.19480519480519481,0.0,0,0,0,0,1,0,0,0,False
1,0,0,0,0,0,0,0.010114856991784738,0,0.2337662337662338,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.014364467770521017,0,0.45454545454545453,0.0,0,0,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0,1,0.3766233766233767,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.003799191203109853,0,0.16883116883116883,0.016129032258064516,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.002878768592047157,0,0.5064935064935066,0.016129032258064516,0,1,0,1,0,0,0,0,False
1,0,0,0,0,0,0,0.017889490536293046,0,0.45454545454545453,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.006139414650386283,0,0.4805194805194805,0.0,0,1,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.00024479324762305757,0,0.3506493506493507,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.003084394920050525,0,0.45454545454545453,0.016129032258064516,0,0,1,0,0,0,0,0,False
0,0,1,0,0,0,0,0.0,0,0.24675324675324678,0.0,0,1,1,0,0,0,0,0,False
1,0,1,0,0,0,0,0.0006462541737248719,0,0.3376623376623377,0.0,0,0,1,0,0,0,0,0,False
0,0,1,1,0,0,0,0.0,1,0.40259740259740256,0.0,0,0,1,0,0,0,0,0,False
1,0,1,1,0,0,0,0.003417313736817883,0,0.3636363636363637,0.0,0,1,1,0,0,0,0,0,False
2,0,1,0,0,0,0,0.0009791729904922303,0,0.32467532467532473,0.0,0,1,0,1,0,0,0,0,False
1,0,0,0,0,0,0,0.0,0,0.25974025974025977,0.0,0,1,1,0,0,0,0,0,False
